difficulty,topicTags,translatedTitle
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjQ1MA==', 'name': 'Greedy', 'slug': 'greedy', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T14:18:58.628302+00:00', 'isEnabled': True, 'keywords': '[""\\u8d2a\\u5fc3"", ""\\u8d2a"", ""greedy"", ""gre"", ""Gre"", ""Greedy"", ""gr"", ""Gr""]', 'imgUrl': None, 'translatedName': '贪心'}, {'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU1Nw==', 'name': 'String', 'slug': 'string', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.148964+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57"", ""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""String"", ""string"", ""str"", ""Str"", ""st"", ""St""]', 'imgUrl': None, 'translatedName': '字符串'}, {'id': 'VG9waWNUYWdOb2RlOjU2Mg==', 'name': 'Dynamic Programming', 'slug': 'dynamic-programming', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:12:44.941679+00:00', 'isEnabled': True, 'keywords': '[""dp"", ""DP"", ""d"", ""D"", ""\\u52a8"", ""\\u52a8\\u6001"", ""\\u52a8\\u6001\\u89c4\\u5212"", ""dy"", ""dynamic"", ""Dy"", ""Dynamic"", ""Dynamic Programming""]', 'imgUrl': None, 'translatedName': '动态规划'}]",使绳子变成彩色的最短时间
Hard,"[{'id': 'VG9waWNUYWdOb2RlOjQ1OQ==', 'name': 'Union Find', 'slug': 'union-find', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T15:17:10.933758+00:00', 'isEnabled': True, 'keywords': '[""\\u5e76"", ""\\u5e76\\u67e5"", ""\\u5e76\\u67e5\\u96c6"", ""Un"", ""un"", ""union"", ""Union"", ""Union Find"", ""find"", ""u"", ""U""]', 'imgUrl': None, 'translatedName': '并查集'}, {'id': 'VG9waWNUYWdOb2RlOjQ2MA==', 'name': 'Graph', 'slug': 'graph', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T15:20:25.804930+00:00', 'isEnabled': True, 'keywords': '[""\\u56fe"", ""graph"", ""Graph"", ""G"", ""g"", ""gr"", ""Gr"", ""gra"", ""Gra""]', 'imgUrl': None, 'translatedName': '图'}]",保证图可完全遍历
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjEwOTc4', 'name': 'Database', 'slug': 'database', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:57.702862+00:00', 'isEnabled': True, 'keywords': '[""\\u6570\\u636e"", ""\\u6570\\u636e\\u5e93"", ""\\u5e93"", ""data"", ""Data"", ""database"", ""Database"", ""da"", ""Da""]', 'imgUrl': None, 'translatedName': '数据库'}]",银行账户概要
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjQ1MA==', 'name': 'Greedy', 'slug': 'greedy', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T14:18:58.628302+00:00', 'isEnabled': True, 'keywords': '[""\\u8d2a\\u5fc3"", ""\\u8d2a"", ""greedy"", ""gre"", ""Gre"", ""Greedy"", ""gr"", ""Gr""]', 'imgUrl': None, 'translatedName': '贪心'}, {'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjQyOTU5', 'name': 'Sorting', 'slug': 'sorting', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:04:00.104253+00:00', 'isEnabled': True, 'keywords': '[""\\u6392"", ""\\u6392\\u5e8f"", ""so"", ""sort"", ""sorting"", ""So"", ""Sort"", ""Sorting""]', 'imgUrl': None, 'translatedName': '排序'}]",把箱子放进仓库里 I
Easy,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjI3NDA4', 'name': 'Matrix', 'slug': 'matrix', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:58.967930+00:00', 'isEnabled': True, 'keywords': '[""\\u77e9"", ""\\u77e9\\u9635"", ""ma"", "" matrix"", ""Ma"", ""Matrix""]', 'imgUrl': None, 'translatedName': '矩阵'}]",二进制矩阵中的特殊位置
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU3ODc2', 'name': 'Simulation', 'slug': 'simulation', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2020-07-07T03:55:56.439319+00:00', 'isEnabled': True, 'keywords': '[""\\u6a21\\u62df"", ""\\u6a21"", ""si"", ""Si"", ""simu"", ""Simu"", ""simulation"", ""Simulation""]', 'imgUrl': None, 'translatedName': '模拟'}]",统计不开心的朋友
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjQ1OQ==', 'name': 'Union Find', 'slug': 'union-find', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T15:17:10.933758+00:00', 'isEnabled': True, 'keywords': '[""\\u5e76"", ""\\u5e76\\u67e5"", ""\\u5e76\\u67e5\\u96c6"", ""Un"", ""un"", ""union"", ""Union"", ""Union Find"", ""find"", ""u"", ""U""]', 'imgUrl': None, 'translatedName': '并查集'}, {'id': 'VG9waWNUYWdOb2RlOjQ2MA==', 'name': 'Graph', 'slug': 'graph', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T15:20:25.804930+00:00', 'isEnabled': True, 'keywords': '[""\\u56fe"", ""graph"", ""Graph"", ""G"", ""g"", ""gr"", ""Gr"", ""gra"", ""Gra""]', 'imgUrl': None, 'translatedName': '图'}, {'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjI4MzM0', 'name': 'Minimum Spanning Tree', 'slug': 'minimum-spanning-tree', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:59.040288+00:00', 'isEnabled': True, 'keywords': '[""\\u6811"", ""tree"", ""Tree"", ""Tr"", ""tr"", ""mini"", ""Mini"", ""minimum"", ""Minimum"", ""\\u6700\\u5c0f"", ""\\u6700\\u5c0f\\u751f\\u6210\\u6811"", ""\\u751f\\u6210"", ""Minimum Spanning Tree""]', 'imgUrl': None, 'translatedName': '最小生成树'}]",连接所有点的最小费用
Hard,"[{'id': 'VG9waWNUYWdOb2RlOjQ1MA==', 'name': 'Greedy', 'slug': 'greedy', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T14:18:58.628302+00:00', 'isEnabled': True, 'keywords': '[""\\u8d2a\\u5fc3"", ""\\u8d2a"", ""greedy"", ""gre"", ""Gre"", ""Greedy"", ""gr"", ""Gr""]', 'imgUrl': None, 'translatedName': '贪心'}, {'id': 'VG9waWNUYWdOb2RlOjU1Nw==', 'name': 'String', 'slug': 'string', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.148964+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57"", ""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""String"", ""string"", ""str"", ""Str"", ""st"", ""St""]', 'imgUrl': None, 'translatedName': '字符串'}, {'id': 'VG9waWNUYWdOb2RlOjQyOTU5', 'name': 'Sorting', 'slug': 'sorting', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:04:00.104253+00:00', 'isEnabled': True, 'keywords': '[""\\u6392"", ""\\u6392\\u5e8f"", ""so"", ""sort"", ""sorting"", ""So"", ""Sort"", ""Sorting""]', 'imgUrl': None, 'translatedName': '排序'}]",检查字符串是否可以通过排序子字符串得到另一个字符串
Easy,"[{'id': 'VG9waWNUYWdOb2RlOjQ2Mw==', 'name': 'Design', 'slug': 'design', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T15:32:45.186466+00:00', 'isEnabled': True, 'keywords': '[""\\u8bbe"", ""\\u8bbe\\u8ba1"", ""Design"", ""design"", ""De"", ""de"", ""D"", ""d""]', 'imgUrl': None, 'translatedName': '设计'}, {'id': 'VG9waWNUYWdOb2RlOjk5NTY=', 'name': 'Counting', 'slug': 'counting', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:57.629483+00:00', 'isEnabled': True, 'keywords': '[""\\u8ba1"", ""\\u8ba1\\u6570"", ""counting"", ""Counting"", ""co"", ""Co""]', 'imgUrl': None, 'translatedName': '计数'}, {'id': 'VG9waWNUYWdOb2RlOjU3ODc2', 'name': 'Simulation', 'slug': 'simulation', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2020-07-07T03:55:56.439319+00:00', 'isEnabled': True, 'keywords': '[""\\u6a21\\u62df"", ""\\u6a21"", ""si"", ""Si"", ""simu"", ""Simu"", ""simulation"", ""Simulation""]', 'imgUrl': None, 'translatedName': '模拟'}]",设计停车系统
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU0MQ==', 'name': 'Hash Table', 'slug': 'hash-table', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.439288+00:00', 'isEnabled': True, 'keywords': '[""ha"", ""hash"", ""hash table"", ""Ha"", ""Hash"", ""Hash Table"", ""\\u54c8\\uff0c\\u54c8\\u5e0c\\uff0c\\u54c8\\u5e0c\\u8868""]', 'imgUrl': None, 'translatedName': '哈希表'}, {'id': 'VG9waWNUYWdOb2RlOjU1Nw==', 'name': 'String', 'slug': 'string', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.148964+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57"", ""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""String"", ""string"", ""str"", ""Str"", ""st"", ""St""]', 'imgUrl': None, 'translatedName': '字符串'}, {'id': 'VG9waWNUYWdOb2RlOjQyOTU5', 'name': 'Sorting', 'slug': 'sorting', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:04:00.104253+00:00', 'isEnabled': True, 'keywords': '[""\\u6392"", ""\\u6392\\u5e8f"", ""so"", ""sort"", ""sorting"", ""So"", ""Sort"", ""Sorting""]', 'imgUrl': None, 'translatedName': '排序'}]",警告一小时内使用相同员工卡大于等于三次的人
Hard,"[{'id': 'VG9waWNUYWdOb2RlOjQ1MA==', 'name': 'Greedy', 'slug': 'greedy', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T14:18:58.628302+00:00', 'isEnabled': True, 'keywords': '[""\\u8d2a\\u5fc3"", ""\\u8d2a"", ""greedy"", ""gre"", ""Gre"", ""Greedy"", ""gr"", ""Gr""]', 'imgUrl': None, 'translatedName': '贪心'}, {'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjMzMTAx', 'name': 'Ordered Set', 'slug': 'ordered-set', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:59.406875+00:00', 'isEnabled': True, 'keywords': '[""\\u6709\\u5e8f\\u96c6\\u5408"", ""\\u6709\\u5e8f"", ""\\u5e8f"", ""\\u96c6\\u5408"", ""or"", ""Or"", ""Ordered"", ""ordered"", ""set"", ""order"", ""Order""]', 'imgUrl': None, 'translatedName': '有序集合'}, {'id': 'VG9waWNUYWdOb2RlOjYxMjY0', 'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2021-06-23T15:59:15.264447+00:00', 'isEnabled': True, 'keywords': '[""\\u5806"", ""\\u4f18"", ""\\u4f18\\u5148"", ""\\u4f18\\u5148\\u961f\\u5217"", ""\\u961f"", ""\\u961f\\u5217""]', 'imgUrl': None, 'translatedName': '堆（优先队列）'}]",找到处理最多请求的服务器
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjQ1MA==', 'name': 'Greedy', 'slug': 'greedy', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T14:18:58.628302+00:00', 'isEnabled': True, 'keywords': '[""\\u8d2a\\u5fc3"", ""\\u8d2a"", ""greedy"", ""gre"", ""Gre"", ""Greedy"", ""gr"", ""Gr""]', 'imgUrl': None, 'translatedName': '贪心'}, {'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjI3NDA4', 'name': 'Matrix', 'slug': 'matrix', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:58.967930+00:00', 'isEnabled': True, 'keywords': '[""\\u77e9"", ""\\u77e9\\u9635"", ""ma"", "" matrix"", ""Ma"", ""Matrix""]', 'imgUrl': None, 'translatedName': '矩阵'}]",给定行和列的和求可行矩阵
Easy,"[{'id': 'VG9waWNUYWdOb2RlOjEwOTc4', 'name': 'Database', 'slug': 'database', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:57.702862+00:00', 'isEnabled': True, 'keywords': '[""\\u6570\\u636e"", ""\\u6570\\u636e\\u5e93"", ""\\u5e93"", ""data"", ""Data"", ""database"", ""Database"", ""da"", ""Da""]', 'imgUrl': None, 'translatedName': '数据库'}]",按月统计订单数与顾客数
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjQ2Mw==', 'name': 'Design', 'slug': 'design', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T15:32:45.186466+00:00', 'isEnabled': True, 'keywords': '[""\\u8bbe"", ""\\u8bbe\\u8ba1"", ""Design"", ""design"", ""De"", ""de"", ""D"", ""d""]', 'imgUrl': None, 'translatedName': '设计'}, {'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU0MQ==', 'name': 'Hash Table', 'slug': 'hash-table', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.439288+00:00', 'isEnabled': True, 'keywords': '[""ha"", ""hash"", ""hash table"", ""Ha"", ""Hash"", ""Hash Table"", ""\\u54c8\\uff0c\\u54c8\\u5e0c\\uff0c\\u54c8\\u5e0c\\u8868""]', 'imgUrl': None, 'translatedName': '哈希表'}, {'id': 'VG9waWNUYWdOb2RlOjU1Ng==', 'name': 'Two Pointers', 'slug': 'two-pointers', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.141020+00:00', 'isEnabled': True, 'keywords': '[""two"", ""Two"", ""Two Pointers"", ""\\u53cc"", ""\\u53cc\\u6307"", ""\\u53cc\\u6307\\u9488""]', 'imgUrl': None, 'translatedName': '双指针'}]",两个稀疏向量的点积
Easy,"[{'id': 'VG9waWNUYWdOb2RlOjU1Nw==', 'name': 'String', 'slug': 'string', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.148964+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57"", ""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""String"", ""string"", ""str"", ""Str"", ""st"", ""St""]', 'imgUrl': None, 'translatedName': '字符串'}]",重新排列单词间的空格
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU0MQ==', 'name': 'Hash Table', 'slug': 'hash-table', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.439288+00:00', 'isEnabled': True, 'keywords': '[""ha"", ""hash"", ""hash table"", ""Ha"", ""Hash"", ""Hash Table"", ""\\u54c8\\uff0c\\u54c8\\u5e0c\\uff0c\\u54c8\\u5e0c\\u8868""]', 'imgUrl': None, 'translatedName': '哈希表'}, {'id': 'VG9waWNUYWdOb2RlOjU1Nw==', 'name': 'String', 'slug': 'string', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.148964+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57"", ""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""String"", ""string"", ""str"", ""Str"", ""st"", ""St""]', 'imgUrl': None, 'translatedName': '字符串'}, {'id': 'VG9waWNUYWdOb2RlOjU2Mw==', 'name': 'Backtracking', 'slug': 'backtracking', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:12:44.949243+00:00', 'isEnabled': True, 'keywords': '[""\\u56de"", ""\\u56de\\u6eaf"", ""back"", "" backtracking"", ""Ba"", ""Back"", ""Backtracking"", ""ba""]', 'imgUrl': None, 'translatedName': '回溯'}]",拆分字符串使唯一子字符串的数目最大
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU2Mg==', 'name': 'Dynamic Programming', 'slug': 'dynamic-programming', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:12:44.941679+00:00', 'isEnabled': True, 'keywords': '[""dp"", ""DP"", ""d"", ""D"", ""\\u52a8"", ""\\u52a8\\u6001"", ""\\u52a8\\u6001\\u89c4\\u5212"", ""dy"", ""dynamic"", ""Dy"", ""Dynamic"", ""Dynamic Programming""]', 'imgUrl': None, 'translatedName': '动态规划'}, {'id': 'VG9waWNUYWdOb2RlOjI3NDA4', 'name': 'Matrix', 'slug': 'matrix', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:58.967930+00:00', 'isEnabled': True, 'keywords': '[""\\u77e9"", ""\\u77e9\\u9635"", ""ma"", "" matrix"", ""Ma"", ""Matrix""]', 'imgUrl': None, 'translatedName': '矩阵'}]",矩阵的最大非负积
Hard,"[{'id': 'VG9waWNUYWdOb2RlOjQ1Mw==', 'name': 'Bit Manipulation', 'slug': 'bit-manipulation', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T14:44:09.635610+00:00', 'isEnabled': True, 'keywords': '[""\\u4f4d"", ""\\u4f4d\\u8fd0\\u7b97"", ""\\u8fd0\\u7b97"", ""bit"", ""Bit"", ""mani"", ""bi"", ""Bi"", ""manipulation"", ""Manipulation""]', 'imgUrl': None, 'translatedName': '位运算'}, {'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU2Mg==', 'name': 'Dynamic Programming', 'slug': 'dynamic-programming', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:12:44.941679+00:00', 'isEnabled': True, 'keywords': '[""dp"", ""DP"", ""d"", ""D"", ""\\u52a8"", ""\\u52a8\\u6001"", ""\\u52a8\\u6001\\u89c4\\u5212"", ""dy"", ""dynamic"", ""Dy"", ""Dynamic"", ""Dynamic Programming""]', 'imgUrl': None, 'translatedName': '动态规划'}, {'id': 'VG9waWNUYWdOb2RlOjU4Mjc=', 'name': 'Bitmask', 'slug': 'bitmask', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:57.333263+00:00', 'isEnabled': True, 'keywords': '[""bi"", ""bit"", ""bitmask"", ""Bi"", ""Bit"", ""Bitmask"", ""\\u72b6\\u6001"", ""\\u538b\\u7f29"", ""\\u72b6\\u6001\\u538b\\u7f29""]', 'imgUrl': None, 'translatedName': '状态压缩'}, {'id': 'VG9waWNUYWdOb2RlOjI3NDA4', 'name': 'Matrix', 'slug': 'matrix', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:58.967930+00:00', 'isEnabled': True, 'keywords': '[""\\u77e9"", ""\\u77e9\\u9635"", ""ma"", "" matrix"", ""Ma"", ""Matrix""]', 'imgUrl': None, 'translatedName': '矩阵'}]",连通两组点的最小成本
Easy,"[{'id': 'VG9waWNUYWdOb2RlOjEwOTc4', 'name': 'Database', 'slug': 'database', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:57.702862+00:00', 'isEnabled': True, 'keywords': '[""\\u6570\\u636e"", ""\\u6570\\u636e\\u5e93"", ""\\u5e93"", ""data"", ""Data"", ""database"", ""Database"", ""da"", ""Da""]', 'imgUrl': None, 'translatedName': '数据库'}]",仓库经理
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjQ1MA==', 'name': 'Greedy', 'slug': 'greedy', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T14:18:58.628302+00:00', 'isEnabled': True, 'keywords': '[""\\u8d2a\\u5fc3"", ""\\u8d2a"", ""greedy"", ""gre"", ""Gre"", ""Greedy"", ""gr"", ""Gr""]', 'imgUrl': None, 'translatedName': '贪心'}, {'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjQyOTU5', 'name': 'Sorting', 'slug': 'sorting', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:04:00.104253+00:00', 'isEnabled': True, 'keywords': '[""\\u6392"", ""\\u6392\\u5e8f"", ""so"", ""sort"", ""sorting"", ""So"", ""Sort"", ""Sorting""]', 'imgUrl': None, 'translatedName': '排序'}]",把箱子放进仓库里 II
Easy,"[{'id': 'VG9waWNUYWdOb2RlOjQ0NQ==', 'name': 'Stack', 'slug': 'stack', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T13:39:09.012767+00:00', 'isEnabled': True, 'keywords': '[""\\u6808"", ""st"", ""stack"", ""St"", ""Stack""]', 'imgUrl': None, 'translatedName': '栈'}, {'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU1Nw==', 'name': 'String', 'slug': 'string', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.148964+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57"", ""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""String"", ""string"", ""str"", ""Str"", ""st"", ""St""]', 'imgUrl': None, 'translatedName': '字符串'}]",文件夹操作日志搜集器
